1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384,4.751,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229,4.881,0,1.808,0,0,0,0,0,0,0,5.075,5.857,0,0,0,0,0,2.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.528,1.129,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,4.431,1.345,0,0,0,0,0,0,0,0,0,0,0,0,3.528,4.657,1.4,1.74,0,0,0,0,0,0,0,4.234,5.588,1.68,0,0,0,0,2.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955,1.425,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364,4.095,1.792,0,0,0,0,0,0,0,0,0,0,0,0,2.955,4.381,1.884,1.763,0,0,0,0,0,0,0,3.546,5.257,2.261,0,0,0,0,1.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,2.144,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.144,3.914,1.99,0,0,0,0,0,0,0,0,0,0,0,0,2.68,4.222,2.102,1.795,0,0,0,0,0,0,0,3.216,5.067,2.522,0,0,0,0,1.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,3.528,2.265,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.86,2.416,1.906,1.016,0,0,0,0,0,0,2.64,4.632,2.9,1.231,0,0,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.868,1.691,0,0,0,0,0,0,0,0,0,0,0,0,0,1.494,1.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.494,3.221,2.409,1.189,0,0,0,0,0,0,0,0,0,0,0,1.868,3.559,2.589,2.009,1.166,0,0,0,0,0,0,2.241,4.271,3.107,1.515,0,0,0,1.137,1.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.626,1.072,0,0,0,0,0,0,0,0,0,0,0,0,1.136,1.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,2.721,2.484,1.5,0,0,0,0,0,0,0,0,0,0,0,1.42,3.046,2.699,2.175,1.408,0,0,0,0,0,0,1.704,3.655,3.238,1.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,1.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,2.367,1.772,1.046,0,0,0,0,0,0,0,0,0,0,0,2.395,2.603,2.309,1.692,1.036,0,0,0,0,0,1.168,2.874,3.124,2.304,1.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328,1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.884,2.291,1.853,1.172,0,0,0,0,0,0,0,0,0,0,0,2.149,2.532,2.344,1.793,1.154,0,0,0,0,0,0,2.579,3.039,2.418,1.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,1.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.521,2.091,1.915,1.365,0,0,0,0,0,0,0,0,0,0,0,1.749,2.329,2.34,1.935,1.357,0,0,0,0,0,0,2.099,2.795,2.516,1.775,1.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
